record - leader,record - leader 1,record - leader 2,record - leader 3,001,001 1,001 2,008,008 1,008 2,008 3,008 4,008 5,008 6,008 6 1,008 6 2,035,035 2 $ $ $,035 2 $ $ $ 1,035 2 $ $ $ 2,035 3 $ $ $,035 4 $ $ $,035 4 $ $ $ 1,035 4 $ $ $ 2 Language of cataloging varies,035 5 $ $ $,040,040 2,040 3,040 4,245,245 1,245 organization,245 2,245 Author,245 2 1,245 publisher,245 unkown number,245 3,260,260 1,260 2,260 2 1,260 2 1 1,260 2 location,260 location,260 2 unknwon,260 2 unknown,260 3,260 orgnization,260 4 time,260 time 1 1,260 time,260 5,260 5 1,260 e,260 6,260 6 1,260 6 2,260 7,260 7 2 redundant information,310 1,310 2,310 3,310 4,310 5,310 6,336,337,338,653,264,264 1,264 2,264 2 1 time,264 2 2,264 2 2 1,264 2 2 2 organization,264 2 2 3 time,264 3,264 3 1 time,264 3 2,264 3 2 1,264 3 2 2,264 3 2 3,264 3 2 3 1 time,264 3 2 3 1 time 2,264 3 2 3 2 location,264 3 2 4,264 3 2 5 time,264 4,264 4 1,264 4 1 1,264 4 1 1 2 time,264 4 1 2 location,264 4 2,264 4 2 2 organization,264 4 3,264 4 3 2 time,264 5,264 5 1,264 5 1 2 location,264 5 2 organization,264 5 3 time,264 6,264 7,996,998,650,710,246,246 1,246 2,246 3,246 4,246 5,246 6,246 7,246 8,246 9,246 10,246 11,246 12,500,775,775 1,775 2 start with t,775 3,775 4 start with t,775 5,775 6,775 7,775 8,022,247,321,580,546,521,900,300,490,700,041,773,981,711,856,110,901,692,250,525,600,983,505,Column 44,Column 45,Column 46,Column 47,Column 48,Column 49,Column 50,Column 51,Column 52,Column 53,Column 54,Column 55,Column 56,Column 57,Column 58
01025nas  2200253u  4500,1025,nas,  2200253u  4500,9992291558901480,99922915,58901480,030922d19832020fr br|p||     0|||a|fre c,30922,d,1983,2020,fr, br|p||     0|||a|fr, br|p||     0|||a|,fr,^$ $ $a(BeLVLBS)9993024106701471^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9993024106701471$ $ $bLanguage of cataloging varies$ $ $erda based,a(BeLVLBS)9993024106701471^,a(BeLVLBS),9993024106701471^,a(EXLNZ-32KUL_LIBIS_NETWORK)9993024106701471,bLanguage of cataloging varies,,Language of cataloging varies,erda based,,,,,^$0$0$aNVKVV Lier-Duffel. Nieuwsbrief,^$0$0$aNVKVV Lier-Duffel. Nieuwsbrief,NVKVV Lier-Duffel. Nieuwsbrief,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^,aBimonthly,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c[1985]-[2009]^$ $1$aLier$ $ $bNVKVV. Afdeling Lier-Duffel,,c[1985]-[2009],c[1985]-[2009],,,,,aLier$ $ $bNVKVV. Afdeling Lier-Duffel,,Lier$ $ $bNVKVV. Afdeling Lier-Duffel,Lier,bNVKVV. Afdeling Lier-Duffel,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aKADOC$ $ $bphysical$ $ $c202010$ $ $9local,,^$ $7$2KADOC$ $ $aC5$ $ $xMaatschappelijke organisaties en maatschappelijk leven$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $aNationaal Verbond van Katholieke Vlaamse Verpleegkundigen (1936-heden)$ $ $6(ODIS-ORG)4050^$ $7$2KADOC$ $ $amaatschappelijke dienstverlening$ $ $6(ODIS-TW)1223,^$2$ $aNVKVV$ $ $gNationaal Verbond van Katholieke Vlaamse Verpleegkundigen en vroedvrouwen$ $ $4rpy,,,,,,,,,,,,,,,,,,,,,,,,,^$1$0$aNVKVV Lier-Duffel. Informatief$ $ $g[1985]-[1994],^$ $ $aMonthly (11 keer per jaar)$ $ $b[1985]-1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00956nas  2200241u  4500,956,nas,  2200241u  4500,9992291758501480,99922917,58501480,030922d19832020fr br|p||     0|||a|fre c,30922,d,1983,2020,fr, br|p||     0|||a|fr, br|p||     0|||a|,fr,^$ $ $a(BeLVLBS)9993024527201471^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9993024527201471$ $ $bLanguage of cataloging varies$ $ $erda based,a(BeLVLBS)9993024527201471^,a(BeLVLBS),9993024527201471^,a(EXLNZ-32KUL_LIBIS_NETWORK)9993024527201471,bLanguage of cataloging varies,,Language of cataloging varies,erda based,,,,,^$0$0$aNVKVV afdeling Gent-Eeklo. Informatieblad,^$0$0$aNVKVV afdeling Gent-Eeklo. Informatieblad,NVKVV afdeling Gent-Eeklo. Informatieblad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^,aQuarterly,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c[1985]-[1995]^$ $1$aGent$ $ $bNVKVV. Afdeling Gent-Eeklo,,c[1985]-[1995],c[1985]-[1995],,,,,aGent$ $ $bNVKVV. Afdeling Gent-Eeklo,,Gent$ $ $bNVKVV. Afdeling Gent-Eeklo,Gent,bNVKVV. Afdeling Gent-Eeklo,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aKADOC$ $ $bphysical$ $ $c202010$ $ $9local,,^$ $7$2KADOC$ $ $aC5$ $ $xMaatschappelijke organisaties en maatschappelijk leven$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $aNationaal Verbond van Katholieke Vlaamse Verpleegkundigen (1936-heden)$ $ $6(ODIS-ORG)4050^$ $7$2KADOC$ $ $amaatschappelijke dienstverlening$ $ $6(ODIS-TW)1223,^$2$ $aNVKVV$ $ $gNationaal Verbond van Katholieke Vlaamse Verpleegkundigen en vroedvrouwen$ $ $4rpy,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aBimonthly$ $ $b[1985]-1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00961nas  2200241u  4500,961,nas,  2200241u  4500,9992291758601480,99922917,58601480,030922d19832020fr br|p||     0|||a|fre c,30922,d,1983,2020,fr, br|p||     0|||a|fr, br|p||     0|||a|,fr,^$ $ $a(BeLVLBS)9993024541601471^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9993024541601471$ $ $bLanguage of cataloging varies$ $ $erda based,a(BeLVLBS)9993024541601471^,a(BeLVLBS),9993024541601471^,a(EXLNZ-32KUL_LIBIS_NETWORK)9993024541601471,bLanguage of cataloging varies,,Language of cataloging varies,erda based,,,,,^$0$0$aNVKVV Tienen$ $ $binfoblad,^$0$0$aNVKVV Tienen,NVKVV Tienen,binfoblad,info-blad,,,,,,,,,,,,,,,,,,,,,,,,,,,^,aBimonthly,b7 keer per jaar,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c[1985]-[1996]^$ $1$aTienen$ $ $bNVKVV. Afdeling Tienen,,c[1985]-[1996],c[1985]-[1996],,,,,aTienen$ $ $bNVKVV. Afdeling Tienen,,Tienen$ $ $bNVKVV. Afdeling Tienen,Tienen,bNVKVV. Afdeling Tienen,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aKADOC$ $ $bphysical$ $ $c202010$ $ $9local,,^$ $7$2KADOC$ $ $aC5$ $ $xMaatschappelijke organisaties en maatschappelijk leven$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $aNationaal Verbond van Katholieke Vlaamse Verpleegkundigen (1936-heden)$ $ $6(ODIS-ORG)4050^$ $7$2KADOC$ $ $amaatschappelijke dienstverlening$ $ $6(ODIS-TW)1223,^$2$ $aNVKVV$ $ $gNationaal Verbond van Katholieke Vlaamse Verpleegkundigen en vroedvrouwen$ $ $4rpy,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aMonthly (9 keer per jaar)$ $ $b1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00894nas  2200229u  4500,894,nas,  2200229u  4500,9992291758701480,99922917,58701480,030922d19832020fr br|p||     0|||a|fre c,30922,d,1983,2020,fr, br|p||     0|||a|fr, br|p||     0|||a|,fr,^$ $ $a(BeLVLBS)9993024541901471^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9993024541901471$ $ $bLanguage of cataloging varies$ $ $erda based,a(BeLVLBS)9993024541901471^,a(BeLVLBS),9993024541901471^,a(EXLNZ-32KUL_LIBIS_NETWORK)9993024541901471,bLanguage of cataloging varies,,Language of cataloging varies,erda based,,,,,^$0$0$aPiek-uur,^$0$0$aPiek-uur,Piek-uur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^,aMonthly,b10 keer per jaar,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c[1985]-[1995]^$ $1$aBree$ $ $bNVKVV. Afdeling Bree,,c[1985]-[1995],c[1985]-[1995],,,,,aBree$ $ $bNVKVV. Afdeling Bree,,Bree$ $ $bNVKVV. Afdeling Bree,Bree,bNVKVV. Afdeling Bree,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aKADOC$ $ $bphysical$ $ $c202010$ $ $9local,,^$ $7$2KADOC$ $ $aC5$ $ $xMaatschappelijke organisaties en maatschappelijk leven$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $aNationaal Verbond van Katholieke Vlaamse Verpleegkundigen (1936-heden)$ $ $6(ODIS-ORG)4050^$ $7$2KADOC$ $ $amaatschappelijke dienstverlening$ $ $6(ODIS-TW)1223,^$2$ $aNVKVV$ $ $gNationaal Verbond van Katholieke Vlaamse Verpleegkundigen en vroedvrouwen$ $ $4rpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01093nas  2200277u  4500,1093,nas,  2200277u  4500,9992291758801480,99922917,58801480,030922d19832020fr br|p||     0|||a|fre c,30922,d,1983,2020,fr, br|p||     0|||a|fr, br|p||     0|||a|,fr,^$ $ $a(BeLVLBS)9993024542801471^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9993024542801471$ $ $bLanguage of cataloging varies$ $ $erda based,a(BeLVLBS)9993024542801471^,a(BeLVLBS),9993024542801471^,a(EXLNZ-32KUL_LIBIS_NETWORK)9993024542801471,bLanguage of cataloging varies,,Language of cataloging varies,erda based,,,,,^$0$0$aNVKVV Mechelen$ $ $bdriemaandelijks tijdschrift,^$0$0$aNVKVV Mechelen,NVKVV Mechelen,bdriemaandelijks tijdschrift,driemaandelijks tijdschrift,,,,,,,,,,,,,,,,,,,,,,,,,,,^,aQuarterly,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c[1984]-[2009]^$ $1$aMechelen$ $ $bNVKVV. Afdeling Mechelen,,c[1984]-[2009],c[1984]-[2009],,,,,aMechelen$ $ $bNVKVV. Afdeling Mechelen,,Mechelen$ $ $bNVKVV. Afdeling Mechelen,Mechelen,bNVKVV. Afdeling Mechelen,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aKADOC$ $ $bphysical$ $ $c202010$ $ $9local,,^$ $7$2KADOC$ $ $aC5$ $ $xMaatschappelijke organisaties en maatschappelijk leven$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $aNationaal Verbond van Katholieke Vlaamse Verpleegkundigen (1936-heden)$ $ $6(ODIS-ORG)4050^$ $7$2KADOC$ $ $amaatschappelijke dienstverlening$ $ $6(ODIS-TW)1223,^$2$ $aNVKVV$ $ $gNationaal Verbond van Katholieke Vlaamse Verpleegkundigen en vroedvrouwen$ $ $4rpy,^$3$3$aeN Vee Ka Vee Vee,^$3$3$aeN Vee Ka Vee Vee,,,,,,,,,,,,,,,,,,,,,,,^$1$0$aNVKVV Mechelen$ $ $bkontaktblad$ $ $g1987-[1992]^$1$0$aOlielampje$ $ $g[1984]-1987,^$ $ $aBimonthly$ $ $b[1984]-[1997],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00946nas  2200229u  4500,946,nas,  2200229u  4500,9992291758901480,99922917,58901480,030922d19832020fr br|p||     0|||a|fre c,30922,d,1983,2020,fr, br|p||     0|||a|fr, br|p||     0|||a|,fr,^$ $ $a(BeLVLBS)9993024543001471^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9993024543001471$ $ $bLanguage of cataloging varies$ $ $erda based,a(BeLVLBS)9993024543001471^,a(BeLVLBS),9993024543001471^,a(EXLNZ-32KUL_LIBIS_NETWORK)9993024543001471,bLanguage of cataloging varies,,Language of cataloging varies,erda based,,,,,^$0$3$a't Soet raapken$ $ $binfo afdeling Sint-Niklaas,^$0$3$a't Soet raapken,'t Soet raapken,binfo afdeling Sint-Niklaas,info afdeling Sint-Niklaas,,,,,,,,,,,,,,,,,,,,,,,,,,,^,aBimonthly,b5 keer per jaar,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c[1985]-[1996]^$ $1$aSint-Niklaas$ $ $bNVKVV. Afdeling Sint-Niklaas,,c[1985]-[1996],c[1985]-[1996],,,,,aSint-Niklaas$ $ $bNVKVV. Afdeling Sint-Niklaas,,Sint-Niklaas$ $ $bNVKVV. Afdeling Sint-Niklaas,Sint-Niklaas,bNVKVV. Afdeling Sint-Niklaas,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aKADOC$ $ $bphysical$ $ $c202010$ $ $9local,,^$ $7$2KADOC$ $ $aC5$ $ $xMaatschappelijke organisaties en maatschappelijk leven$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $aNationaal Verbond van Katholieke Vlaamse Verpleegkundigen (1936-heden)$ $ $6(ODIS-ORG)4050^$ $7$2KADOC$ $ $amaatschappelijke dienstverlening$ $ $6(ODIS-TW)1223,^$2$ $aNVKVV$ $ $gNationaal Verbond van Katholieke Vlaamse Verpleegkundigen en vroedvrouwen$ $ $4rpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00895nas  2200229u  4500,895,nas,  2200229u  4500,9992291759001480,99922917,59001480,030922d19832020fr br|p||     0|||a|fre c,30922,d,1983,2020,fr, br|p||     0|||a|fr, br|p||     0|||a|,fr,^$ $ $a(BeLVLBS)9993024543201471^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9993024543201471$ $ $bLanguage of cataloging varies$ $ $erda based,a(BeLVLBS)9993024543201471^,a(BeLVLBS),9993024543201471^,a(EXLNZ-32KUL_LIBIS_NETWORK)9993024543201471,bLanguage of cataloging varies,,Language of cataloging varies,erda based,,,,,^$0$0$aBlijf bij,^$0$0$aBlijf bij,Blijf bij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^,aMonthly,b10 keer per jaar,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c[1985]-[1989]^$ $1$aSint-Truiden$ $ $bNVKVV. Afdeling Sint-Truiden,,c[1985]-[1989],c[1985]-[1989],,,,,aSint-Truiden$ $ $bNVKVV. Afdeling Sint-Truiden,,Sint-Truiden$ $ $bNVKVV. Afdeling Sint-Truiden,Sint-Truiden,bNVKVV. Afdeling Sint-Truiden,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aKADOC$ $ $bphysical$ $ $c202010$ $ $9local,,^$ $7$2KADOC$ $ $aC5$ $ $xMaatschappelijke organisaties en maatschappelijk leven$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $aNationaal Verbond van Katholieke Vlaamse Verpleegkundigen (1936-heden)$ $ $6(ODIS-ORG)4050^$ $7$2KADOC$ $ $amaatschappelijke dienstverlening$ $ $6(ODIS-TW)1223,^$2$ $aNVKVV$ $ $gNationaal Verbond van Katholieke Vlaamse Verpleegkundigen$ $ $4rpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00943nas a2200241 u 4500,943,nas, a2200241 u 4500,9992291760201480,99922917,60201480,030922d19832020fr br|p||     0|||a|fre c,30922,d,1983,2020,fr, br|p||     0|||a|fr, br|p||     0|||a|,fr,^$ $ $a(BeLVLBS)9993024559101471^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9993024559101471$ $ $bLanguage of cataloging varies$ $ $erda based,a(BeLVLBS)9993024559101471^,a(BeLVLBS),9993024559101471^,a(EXLNZ-32KUL_LIBIS_NETWORK)9993024559101471,bLanguage of cataloging varies,,Language of cataloging varies,erda based,,,,,^$0$3$aDe polsslag$ $ $btijdschrift bestemd voor verpleegkundigen en vroedvrouwen van de beroepsvereniging,^$0$3$aDe polsslag,De polsslag,btijdschrift bestemd voor verpleegkundigen en vroedvrouwen van de beroepsvereniging,tijdschrift bestemd voor verpleegkundigen en vroedvrouwen van de beroepsvereniging,,,,,,,,,,,,,,,,,,,,,,,,,,,^,aBimonthly,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c[1985]-[1994]^$ $1$aBilzen$ $ $bNVKVV Genk,,c[1985]-[1994],c[1985]-[1994],,,,,aBilzen$ $ $bNVKVV Genk,,Bilzen$ $ $bNVKVV Genk,Bilzen,bNVKVV Genk,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aKADOC$ $ $bphysical$ $ $c202010$ $ $9local,,^$ $7$2KADOC$ $ $aC5$ $ $xMaatschappelijke organisaties en maatschappelijk leven$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $averpleegkunde$ $ $6(ODIS-TW)2099^$ $7$2KADOC$ $ $amaatschappelijke dienstverlening$ $ $6(ODIS-TW)1223^$ $7$2KADOC$ $ $aNationaal Verbond van Katholieke Vlaamse Verpleegkundigen (1936-heden)$ $ $6(ODIS-ORG)4050,,,,,,,,,,,,,,,^$ $ $aOndertitel varieert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00688nas a2200205 u 4500,688,nas, a2200205 u 4500,9992291958801480,99922919,58801480,030922d19832020fr br|p||     0|||a|fre c,30922,d,1983,2020,fr, br|p||     0|||a|fr, br|p||     0|||a|,fr,^$ $ $a(BeLVLBS)007748783LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9977487830101471$ $ $bLanguage of cataloging varies$ $ $erda based,a(BeLVLBS)007748783LBS01-Aleph^,a(BeLVLBS),007748783LBS01-Aleph,a(EXLNZ-32KUL_LIBIS_NETWORK)9977487830101471,bLanguage of cataloging varies,,Language of cataloging varies,erda based,,,,,^$0$3$aDe Hoogstraatse maand,^$0$3$aDe Hoogstraatse maand,De Hoogstraatse maand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^,aMonthly,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c1985-^$ $1$aHoogstraten$ $ $bDe Hoogstraatse Pers,,c1985-,c1985-,,,,,aHoogstraten$ $ $bDe Hoogstraatse Pers,,Hoogstraten$ $ $bDe Hoogstraatse Pers,Hoogstraten,bDe Hoogstraatse Pers,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aKADOC$ $ $bphysical$ $ $c202104$ $ $9local,,^$ $7$2UDC$ $ $a949.31 HOOGSTRATEN$ $ $xGeschiedenis van België: provincie Antwerpen:--reg./lok.--HOOGSTRATEN^$ $7$2KADOC$ $ $aC4$ $ $xMedia en communicatie$ $ $6(ODIS-HT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00711nas a2200217 u 4500,711,nas, a2200217 u 4500,9992292160201480,99922921,60201480,030922d19832020fr br|p||     0|||a|fre c,30922,d,1983,2020,fr, br|p||     0|||a|fr, br|p||     0|||a|,fr,^$ $ $a(BeLVLBS)004021007LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9940210070101471$ $ $bLanguage of cataloging varies$ $ $erda based,a(BeLVLBS)004021007LBS01-Aleph^,a(BeLVLBS),004021007LBS01-Aleph,a(EXLNZ-32KUL_LIBIS_NETWORK)9940210070101471,bLanguage of cataloging varies,,Language of cataloging varies,erda based,,,,,^$0$0$aMensenbroeders,^$0$0$aMensenbroeders,Mensenbroeders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^,aQuarterly,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c1985-2005^$ $1$aKessel-Lo$ $ $bMensenbroeders,,c1985-2005,c1985-2005,,,,,aKessel-Lo$ $ $bMensenbroeders,,Kessel-Lo$ $ $bMensenbroeders,Kessel-Lo,bMensenbroeders,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aKADOC$ $ $bphysical$ $ $c202101$ $ $9local,,^$ $7$2KADOC$ $ $aC5$ $ $xMaatschappelijke organisaties en maatschappelijk leven$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $aontwikkelingssamenwerking$ $ $6(ODIS-TW)1463,^$2$ $aFrères des Hommes Europe$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00923nas a2200265 u 4500,923,nas, a2200265 u 4500,9992292659401480,99922926,59401480,030922d19832020fr br|p||     0|||a|fre c,30922,d,1983,2020,fr, br|p||     0|||a|fr, br|p||     0|||a|,fr,^$ $ $a(BeLVLBS)9993033363301471^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9993033363301471$ $ $bLanguage of cataloging varies$ $ $erda based,a(BeLVLBS)9993033363301471^,a(BeLVLBS),9993033363301471^,a(EXLNZ-32KUL_LIBIS_NETWORK)9993033363301471,bLanguage of cataloging varies,,Language of cataloging varies,erda based,,,,,^$0$0$aKKL revue$ $ $614182010,^$0$0$aKKL revue,KKL revue,614182010,,614182010,,614182010,,,,,,,,,,,,,,,,,,,,,,,,^,aQuarterly,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c[1982]-[1999]^$ $1$aBrussel$ $ $bKeren Kayemeth Leisrael,,c[1982]-[1999],c[1982]-[1999],,,,,aBrussel$ $ $bKeren Kayemeth Leisrael,,Brussel$ $ $bKeren Kayemeth Leisrael,Brussel,bKeren Kayemeth Leisrael,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aKADOC$ $ $bphysical$ $ $c202011$ $ $9local,,^$ $7$2KADOC$ $ $aC5$ $ $xMaatschappelijke organisaties en maatschappelijk leven$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $ajodendom$ $ $6(ODIS-TW)2593^$ $7$2KADOC$ $ $aC9$ $ $xGedeeld erfgoed$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $aIsraël [land in werelddeel Azië]$ $ $6(ODIS-GEO)40240023001520,^$2$ $aFonds National Juif$ $ $cBruxelles$ $ $4rpy^$2$ $aJoods Nationaal Fonds$ $ $cBrussel$ $ $4rpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $adut$ $ $afre,,,,,,,,,,,,,,,,,,,,,,,,,,,
00815nas a2200241 u 4500,815,nas, a2200241 u 4500,9992292659701480,99922926,59701480,030922d19832020fr br|p||     0|||a|fre c,30922,d,1983,2020,fr, br|p||     0|||a|fr, br|p||     0|||a|,fr,^$ $ $a(BeLVLBS)9993033364901471^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9993033364901471$ $ $bLanguage of cataloging varies$ $ $erda based,a(BeLVLBS)9993033364901471^,a(BeLVLBS),9993033364901471^,a(EXLNZ-32KUL_LIBIS_NETWORK)9993033364901471,bLanguage of cataloging varies,,Language of cataloging varies,erda based,,,,,^$0$0$aMabat$ $ $bcultuur,^$0$0$aMabat,Mabat,bcultuur,cultuur,,,,, kunst en wetenschap in Israël, kunst en wetenschap in Israël,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aIrregular,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $6$aPeriodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $1$c1984-2003^$ $1$aBrussel$ $ $bAmbassade van Israël,^$ $ $aKADOC$ $ $bphysical$ $ $c202011$ $ $9local,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $ajodendom$ $ $6(ODIS-TW)2593^$ $7$2KADOC$ $ $aC9$ $ $xGedeeld erfgoed$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $aIsraël [land in werelddeel Azië]$ $ $6(ODIS-GEO)40240023001520,,,,,,,,,,,,,,,^$ $ $aPlaats van uitgave varieert,^,aPlaats van uitgave varieert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00740nas a2200217 u 4500,740,nas, a2200217 u 4500,9992292957301480,99922929,57301480,030922d19832020fr br|p||     0|||a|fre c,30922,d,1983,2020,fr, br|p||     0|||a|fr, br|p||     0|||a|,fr,^$ $ $a(BeLVLBS)9993034129101471^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9993034129101471$ $ $bLanguage of cataloging varies$ $ $erda based,a(BeLVLBS)9993034129101471^,a(BeLVLBS),9993034129101471^,a(EXLNZ-32KUL_LIBIS_NETWORK)9993034129101471,bLanguage of cataloging varies,,Language of cataloging varies,erda based,,,,,^$0$0$aFrères des Hommes. Info,^$0$0$aFrères des Hommes. Info,Frères des Hommes. Info,,,,,,,,,,,,,,,,,,,,[1982]-[1996],,,,,,,,,^,aQuarterly,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c[1982]-[1996]^$ $1$aBruxelles$ $ $bFrères des Hommes$ $ $3[1982]-[1996],,c[1982]-[1996],c[1982]-[1996],,,,,aBruxelles$ $ $bFrères des Hommes$ $ $3[1982]-[1996],,Bruxelles$ $ $bFrères des Hommes$ $ $3[1982]-[1996],Bruxelles,bFrères des Hommes,3[1982]-[1996],c[1982]-[1996],[1982]-[1996],,,,,,,,,,,,,,,,,,,,^$ $ $aKADOC$ $ $bphysical$ $ $c202101$ $ $9local,,^$ $7$2KADOC$ $ $aC5$ $ $xMaatschappelijke organisaties en maatschappelijk leven$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $aontwikkelingssamenwerking$ $ $6(ODIS-TW)1463,^$2$ $aFrères des Hommes Europe$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
